Account,Biller,Date
2596333,11353.20,"2016,5,14"
4520365,4035.40,"2013,12,30"
4842820,10339.56,"2013,7,12"
3460593,13731.91,"2018,12,11"
6921751,17087.54,"2018,4,1"
4784855,15115.48,"2019,4,20"
2122790,1642.29,"2017,1,4"
586049,10577.19,"2014,4,14"
313532,18946.13,"2015,2,6"
2407251,17129.31,"2013,7,31"
5029327,3822.94,"2018,8,14"
6217067,2168.61,"2012,1,19"
2268961,11647.36,"2017,11,8"
916981,18973.58,"2018,6,9"
1958827,8225.98,"2018,11,12"
2636553,8682.55,"2018,3,31"
4482331,5015.67,"2015,12,7"
825557,11406.80,"2015,7,11"
6233790,914.95,"2017,3,10"
1279232,16122.34,"2018,10,26"
1712673,14335.30,"2012,6,12"
4474110,6367.64,"2013,6,12"
3515714,1077.16,"2013,3,9"
2769600,9894.55,"2015,8,30"
900902,15269.48,"2018,6,19"
323766,2999.58,"2016,6,9"
5827698,7895.86,"2013,7,19"
5626776,9240.61,"2013,10,16"
3621470,6498.37,"2017,10,6"
6821034,2831.55,"2015,1,3"
3372569,5789.30,"2017,6,17"
4837091,8297.79,"2012,10,27"
3281536,5120.90,"2018,3,24"
564320,16967.46,"2012,12,17"
6924238,11355.72,"2012,12,12"
2157414,11931.24,"2013,7,18"
4520410,7708.25,"2013,12,5"
916981,5589.55,"2017,1,16"
1958827,3745.43,"2015,8,29"
2636553,5117.82,"2013,9,14"
4482331,14689.12,"2017,8,4"
825557,8427.23,"2019,8,10"
6233790,15101.90,"2012,7,27"
1279232,10326.34,"2014,1,13"
1712673,18007.57,"2018,3,29"
4474110,10639.31,"2016,9,9"
3515714,16408.45,"2014,8,12"
2769600,10674.93,"2015,2,22"
900902,17936.96,"2016,2,6"
323766,18173.27,"2015,2,18"
5827698,18621.54,"2012,8,26"
5626776,11080.39,"2019,3,5"
3621470,11622.65,"2017,10,6"
6821034,11143.32,"2012,3,9"
3372569,15792.55,"2017,4,11"
4837091,12672.57,"2011,8,3"
3281536,13004.13,"2019,11,30"
564320,17281.61,"2011,3,28"
6924238,15355.53,"2018,3,21"
2157414,15358.90,"2011,5,25"
4520410,1287.74,"2012,12,27"
916981,11206.55,"2019,7,11"
1958827,3663.26,"2014,8,12"
2636553,17286.42,"2018,3,27"
4482331,2554.21,"2014,2,12"
825557,16875.45,"2016,1,18"
6233790,18899.99,"2015,8,29"
1279232,7057.16,"2016,12,1"
1712673,15054.91,"2019,7,21"
4474110,18689.66,"2014,3,27"
3515714,12880.22,"2018,3,10"
2769600,11669.56,"2011,4,22"
900902,2984.71,"2019,9,4"
323766,7551.20,"2018,4,2"
5827698,5022.96,"2014,9,14"
5626776,3354.62,"2017,3,26"
3621470,1161.33,"2017,4,12"
6821034,18545.59,"2011,3,13"
3372569,11325.36,"2013,2,13"
4837091,4103.31,"2014,4,6"
3281536,10634.85,"2013,10,18"
564320,5440.79,"2019,8,16"
6924238,6062.68,"2014,7,7"
2157414,799.20,"2012,12,11"
4520410,6730.37,"2016,1,18"
916981,14292.20,"2013,1,6"
1958827,1567.83,"2018,6,16"
2636553,7141.35,"2019,2,10"
4482331,6857.81,"2016,12,20"
825557,13014.29,"2015,7,16"
6233790,16340.49,"2013,1,20"
1279232,14061.52,"2017,1,15"
1712673,10415.16,"2011,7,17"
4474110,6559.99,"2011,7,26"
3515714,11894.19,"2019,2,27"
2769600,3282.76,"2019,9,12"
900902,12125.91,"2019,3,12"
323766,18561.85,"2016,4,9"
5827698,11618.82,"2016,9,19"
5626776,13783.63,"2011,7,3"
3621470,109.31,"2014,6,4"
6821034,4719.92,"2014,6,17"
3372569,17841.61,"2018,6,4"
4837091,16347.59,"2013,6,19"
3281536,1770.51,"2017,10,5"
564320,7228.46,"2016,2,8"
6924238,18363.56,"2016,6,22"
2157414,6047.35,"2011,5,4"
4520410,14935.80,"2011,7,28"
916981,431.62,"2018,3,12"
1958827,4397.56,"2015,10,6"
2636553,11720.58,"2016,1,22"
4482331,4681.51,"2016,12,2"
825557,3564.43,"2015,7,26"
6233790,10185.65,"2018,5,17"
1279232,10698.68,"2017,11,11"
1712673,5335.60,"2016,11,8"
4474110,2415.55,"2014,2,10"
3515714,11155.77,"2011,9,21"
2769600,1565.63,"2017,2,4"
900902,13630.77,"2017,3,2"
323766,11206.56,"2018,7,1"
5827698,13288.93,"2018,5,20"
5626776,7453.49,"2018,10,18"
3621470,4993.28,"2014,6,15"
6821034,17701.83,"2012,9,21"
3372569,6005.71,"2012,9,5"
4837091,8418.87,"2016,8,28"
3281536,17292.23,"2018,8,10"
564320,8599.18,"2018,2,7"
6924238,2272.48,"2017,11,3"
2157414,15573.13,"2018,6,13"
4520410,11834.76,"2013,9,21"
916981,2949.89,"2015,12,28"
1958827,17823.80,"2019,1,12"
2636553,17888.84,"2017,3,21"
4482331,3254.45,"2011,1,6"
825557,2465.54,"2016,2,6"
6233790,17477.87,"2013,10,14"
1279232,16148.99,"2013,9,8"
1712673,3327.49,"2015,4,5"
4474110,685.90,"2012,3,12"
3515714,11507.35,"2014,5,20"
2769600,5327.38,"2017,1,26"
900902,2754.78,"2011,7,25"
323766,448.64,"2014,1,5"
5827698,17463.33,"2013,11,5"
5626776,11449.23,"2011,8,2"
3621470,18723.34,"2012,5,5"
6821034,2789.52,"2015,2,22"
3372569,16832.29,"2017,5,21"
4837091,12023.95,"2016,11,28"
3281536,9295.29,"2014,9,6"
564320,13881.92,"2013,9,23"
6924238,16003.79,"2014,4,27"
2157414,6861.79,"2011,6,27"
4520410,14081.14,"2015,9,7"
323766,14175.47,"2019,4,19"
5827698,1654.83,"2016,4,1"
5626776,17612.99,"2012,5,24"
3621470,16587.62,"2019,5,20"
6821034,7864.63,"2019,4,16"
3372569,721.56,"2015,4,4"
4837091,7096.63,"2013,1,30"
3281536,12192.82,"2013,10,20"
564320,18906.94,"2014,3,10"
6924238,11280.56,"2018,12,6"
2157414,7637.15,"2016,7,24"
4520410,12121.65,"2016,10,24"
323766,18206.70,"2019,11,25"
5827698,5866.40,"2019,4,27"
5626776,2609.25,"2017,11,17"
3621470,2122.54,"2011,5,28"
6821034,114.38,"2012,5,26"
3372569,12567.73,"2011,1,3"
4837091,4243.20,"2011,9,3"
3281536,6905.34,"2015,7,18"
564320,6346.56,"2015,3,27"
6924238,11379.53,"2018,10,19"
2157414,16793.93,"2018,10,9"
4520410,18861.89,"2019,11,13"
323766,4477.98,"2018,3,1"
5827698,15488.10,"2013,9,16"
5626776,15558.13,"2016,12,27"
3621470,5602.84,"2015,8,30"
6821034,14626.69,"2015,5,15"
3372569,4558.30,"2014,8,3"
4837091,9298.89,"2019,10,3"
3281536,3966.69,"2018,6,9"
564320,15874.40,"2013,12,16"
6924238,11619.86,"2013,6,18"
2157414,13478.40,"2012,10,15"
4520410,10452.19,"2012,8,8"
323766,9271.98,"2017,4,26"
5827698,6535.34,"2016,6,3"
5626776,14527.70,"2011,8,6"
3621470,15343.76,"2012,9,10"
6821034,3356.82,"2011,9,30"
3372569,11460.31,"2011,10,18"
4837091,3522.33,"2014,11,5"
3281536,12286.30,"2013,3,13"
564320,6632.59,"2013,12,6"
6924238,5884.62,"2014,8,17"
2157414,11491.74,"2016,3,14"
4520410,4173.50,"2015,11,16"
323766,13700.43,"2019,9,23"
5827698,18404.18,"2012,5,10"
5626776,176.39,"2011,12,2"
3621470,12673.16,"2017,1,4"
6821034,17105.21,"2016,8,29"
3372569,14111.82,"2017,10,5"
4837091,1923.21,"2019,12,14"
3281536,3248.64,"2015,1,6"
564320,4381.85,"2018,6,24"
6924238,8998.26,"2019,5,12"
2157414,14608.65,"2011,1,18"
4520410,17374.91,"2013,7,9"
323766,10112.39,"2011,8,12"
5827698,716.81,"2014,6,28"
5626776,15818.62,"2011,12,26"
3621470,6637.10,"2012,9,2"
6821034,18803.57,"2012,5,25"
3372569,7818.61,"2012,3,24"
4837091,3361.93,"2012,10,22"
3281536,17037.75,"2019,5,29"
564320,15244.77,"2019,11,11"
6924238,18416.40,"2011,6,23"
2157414,12787.71,"2011,10,18"
4520410,14931.77,"2016,11,28"
323766,3036.12,"2012,2,10"
5827698,4169.19,"2015,5,4"
5626776,2807.52,"2017,10,22"
3621470,4122.30,"2018,7,13"
6821034,12037.35,"2017,9,28"
3372569,739.67,"2014,2,11"
4837091,1913.67,"2012,11,8"
3281536,7457.40,"2014,11,17"
564320,18839.27,"2019,7,13"
6924238,1489.50,"2018,3,9"
2157414,13602.27,"2019,2,6"
4520410,197.99,"2017,2,19"
5654137,4976.21,"2017,6,28"
7076008,635.20,"2017,11,6"
1470821,13829.30,"2011,2,10"
2945894,1948.19,"2015,7,3"
4296553,13834.91,"2015,8,15"
1752210,18680.92,"2017,3,20"
6001034,14133.26,"2012,10,2"
3844400,2381.75,"2012,12,18"
1104865,5052.43,"2013,5,21"
4979859,8509.80,"2011,8,22"
3243805,17095.38,"2014,5,28"
5486571,17123.89,"2012,6,9"
1704309,11702.96,"2013,5,10"
5058468,17694.12,"2015,9,1"
1360249,5829.51,"2017,5,17"
3737260,17718.59,"2016,1,4"
4985291,15496.96,"2015,9,22"
4083731,12795.40,"2016,4,26"
5842173,5811.10,"2014,5,25"
4112520,5110.54,"2012,11,17"
2187941,2120.52,"2014,3,21"
3936147,10970.56,"2016,4,4"
4107042,18230.83,"2016,5,5"
3117142,1888.85,"2019,5,28"
2118,18473.65,"2015,3,7"
4479252,14633.23,"2019,2,1"
1749711,1349.94,"2012,7,8"
5505720,15053.20,"2016,7,31"
2596333,1033.23,"2018,2,1"
4520365,13470.47,"2019,5,24"
4842820,5930.23,"2013,9,12"
3460593,2157.33,"2016,12,6"
6921751,5998.30,"2018,11,23"
4784855,15035.64,"2015,8,26"
2122790,11148.69,"2012,2,3"
586049,10485.41,"2012,2,28"
313532,3808.70,"2013,5,28"
2407251,16448.71,"2016,3,29"
5029327,17312.19,"2012,6,28"
6217067,3185.35,"2015,2,14"
2268961,7225.61,"2011,9,4"
916981,713.91,"2011,12,11"
1958827,12207.22,"2017,12,15"
2636553,16775.94,"2015,10,31"
4482331,6191.56,"2013,10,3"
825557,1808.49,"2012,4,22"
6233790,9975.18,"2016,1,27"
1279232,3287.30,"2018,9,2"
1712673,16050.14,"2015,9,22"
4474110,17219.81,"2019,9,4"
3515714,17856.79,"2015,10,24"
2769600,13398.49,"2012,2,5"
900902,6734.88,"2014,1,6"
323766,14986.94,"2013,1,26"
5827698,7363.49,"2011,5,24"
5626776,3503.53,"2011,10,27"
3621470,8943.39,"2016,7,28"
6821034,5021.46,"2018,9,25"
3372569,5138.48,"2012,10,23"
4837091,8956.56,"2011,4,19"
3281536,12536.38,"2017,1,16"
564320,16212.75,"2019,9,28"
6924238,17598.72,"2019,5,10"
2157414,5119.88,"2013,12,7"
4520410,2219.20,"2014,11,30"
916981,518.62,"2014,4,27"
1958827,820.56,"2012,3,1"
2636553,12476.69,"2012,7,2"
4482331,15203.15,"2012,4,4"
825557,17945.48,"2019,5,21"
6233790,14475.53,"2018,3,25"
1279232,15674.41,"2013,7,14"
1712673,6477.77,"2019,8,2"
4474110,18660.72,"2014,3,13"
3515714,15277.76,"2019,4,29"
2769600,2987.20,"2013,10,30"
900902,10098.92,"2012,1,1"
323766,11961.61,"2014,8,11"
5827698,12080.91,"2015,5,10"
5626776,16951.29,"2019,1,20"
3621470,14456.73,"2013,11,14"
6821034,6588.12,"2019,6,10"
3372569,4500.10,"2013,8,2"
4837091,15717.92,"2019,6,24"
3281536,18472.99,"2017,10,5"
564320,11110.24,"2018,3,8"
6924238,18860.43,"2013,11,21"
2157414,5157.21,"2019,2,21"
4520410,17508.48,"2013,10,8"
916981,16789.81,"2015,2,9"
1958827,11984.38,"2017,4,8"
2636553,12971.63,"2018,4,15"
4482331,17612.71,"2016,1,21"
825557,6646.78,"2014,11,30"
6233790,12230.86,"2013,12,12"
1279232,15001.67,"2011,3,16"
1712673,15835.91,"2016,4,5"
4474110,16754.93,"2014,12,17"
3515714,15166.36,"2018,7,13"
2769600,5803.15,"2013,1,2"
900902,15011.65,"2014,9,3"
323766,6948.69,"2019,2,19"
5827698,12318.19,"2016,5,18"
5626776,3550.29,"2013,4,18"
3621470,188.75,"2013,6,13"
6821034,18591.61,"2016,3,6"
3372569,2048.80,"2017,3,3"
4837091,4441.75,"2012,9,14"
3281536,9799.27,"2013,9,1"
564320,14882.89,"2014,11,23"
6924238,5751.98,"2012,2,2"
2157414,18952.38,"2013,8,10"
4520410,1120.13,"2016,4,25"
916981,13142.41,"2011,10,28"
1958827,8764.50,"2016,11,13"
2636553,4215.40,"2017,10,9"
4482331,5797.85,"2018,1,29"
825557,15273.16,"2012,11,14"
6233790,11679.53,"2018,3,5"
1279232,3580.63,"2012,1,2"
1712673,2157.42,"2011,9,25"
4474110,8736.10,"2013,9,30"
3515714,11890.42,"2019,5,12"
2769600,16077.10,"2011,3,5"
900902,17109.77,"2012,6,25"
323766,5377.55,"2011,11,29"
5827698,10113.54,"2014,4,7"
5626776,12898.74,"2017,2,20"
3621470,8014.59,"2011,9,21"
6821034,7542.73,"2013,3,16"
3372569,8944.91,"2018,2,1"
4837091,18973.35,"2018,11,29"
3281536,18337.85,"2015,8,26"
564320,13371.52,"2015,11,15"
6924238,6897.83,"2015,3,16"
2157414,10711.76,"2013,11,30"
4520410,7791.43,"2019,5,20"
916981,5049.82,"2014,7,8"
1958827,5835.82,"2019,10,14"
2636553,1644.33,"2013,5,19"
4482331,2087.47,"2019,9,19"
825557,1787.84,"2014,11,5"
6233790,14270.15,"2016,3,8"
1279232,5293.44,"2012,12,16"
1712673,6105.24,"2013,2,13"
4474110,7835.42,"2014,2,7"
3515714,418.31,"2017,9,9"
2769600,8617.67,"2016,12,18"
900902,5110.35,"2011,7,26"
323766,1293.55,"2019,3,30"
5827698,8217.26,"2011,5,5"
5626776,3877.33,"2019,7,6"
3621470,5389.83,"2018,12,29"
6821034,963.85,"2016,6,22"
3372569,4574.92,"2019,12,28"
4837091,11765.47,"2017,6,27"
3281536,11335.33,"2016,11,17"
564320,18015.93,"2012,3,23"
6924238,8775.24,"2018,4,30"
2157414,15390.76,"2015,7,28"
4520410,6082.77,"2012,5,18"
916981,11902.12,"2018,3,24"
1958827,3926.44,"2017,9,15"
2636553,8118.86,"2015,1,11"
4482331,7051.24,"2019,9,28"
825557,3515.48,"2016,12,16"
6233790,10465.87,"2015,1,20"
1279232,3600.34,"2016,8,2"
1712673,18521.51,"2011,11,28"
4474110,2635.47,"2018,10,18"
3515714,15876.94,"2018,6,20"
2769600,14108.23,"2012,8,3"
900902,18411.45,"2015,7,16"
323766,7098.21,"2012,11,26"
5827698,13898.39,"2015,12,4"
5626776,14302.76,"2013,11,10"
3621470,10970.84,"2016,7,20"
6821034,3854.40,"2017,4,17"
3372569,4184.73,"2012,10,21"
4837091,13744.89,"2015,6,15"
3281536,921.51,"2015,4,18"
564320,15827.20,"2012,2,9"
6924238,18332.82,"2017,3,16"
2157414,6828.59,"2014,10,10"
4520410,139.67,"2016,7,4"
323766,15574.36,"2011,7,18"
5827698,17999.39,"2018,7,22"
5626776,586.41,"2014,11,17"
3621470,3628.41,"2019,9,14"
6821034,7471.67,"2015,1,20"
3372569,18641.63,"2014,9,22"
4837091,9446.61,"2015,5,21"
3281536,6720.62,"2016,12,15"
564320,12241.94,"2014,3,5"
6924238,6872.62,"2017,11,23"
2157414,11650.15,"2014,1,25"
4520410,13621.13,"2016,6,13"
323766,15560.46,"2019,10,6"
5827698,7309.57,"2013,8,22"
5626776,12015.51,"2016,3,23"
3621470,396.76,"2018,4,20"
6821034,18120.11,"2015,4,22"
3372569,4024.57,"2011,8,28"
4837091,5402.67,"2014,1,20"
3281536,11965.74,"2019,1,25"
564320,18259.84,"2011,4,4"
6924238,1817.83,"2013,9,30"
2157414,5424.73,"2016,9,9"
4520410,4688.13,"2016,11,13"
323766,7743.34,"2011,3,10"
5827698,2539.57,"2013,11,28"
5626776,3121.64,"2016,7,18"
3621470,11426.15,"2017,2,24"
6821034,18656.58,"2015,5,24"
3372569,7508.42,"2014,7,12"
4837091,8199.79,"2016,3,3"
3281536,11299.20,"2014,9,8"
564320,11595.11,"2019,6,14"
6924238,11403.37,"2014,12,18"
2157414,14824.10,"2014,12,5"
4520410,1588.94,"2019,7,30"
323766,14582.32,"2018,9,22"
5827698,16940.31,"2018,5,1"
5626776,3382.75,"2019,3,13"
3621470,12682.47,"2011,12,5"
6821034,4766.91,"2014,7,3"
3372569,15835.84,"2016,7,4"
4837091,11121.72,"2019,1,21"
3281536,10973.32,"2011,6,14"
564320,4300.45,"2016,12,22"
6924238,863.99,"2016,9,18"
2157414,1153.70,"2013,12,19"
4520410,13611.36,"2019,5,22"
323766,9712.48,"2017,3,1"
5827698,2764.35,"2016,9,11"
5626776,2808.69,"2014,8,9"
3621470,16223.73,"2012,1,16"
6821034,18994.92,"2019,3,7"
3372569,1428.78,"2018,6,28"
4837091,18654.73,"2012,4,9"
3281536,123.40,"2014,7,16"
564320,6242.99,"2017,11,1"
6924238,729.57,"2019,6,18"
2157414,9184.95,"2017,10,16"
4520410,8791.15,"2015,5,25"
323766,3133.20,"2017,11,6"
5827698,11513.24,"2014,12,23"
5626776,15695.38,"2017,3,30"
3621470,12400.77,"2016,3,6"
6821034,10372.38,"2013,5,29"
3372569,15166.81,"2019,1,10"
4837091,15700.87,"2012,5,2"
3281536,1471.90,"2016,10,31"
564320,18348.19,"2019,8,29"
6924238,1831.61,"2016,7,11"
2157414,16917.26,"2018,11,5"
4520410,10841.69,"2013,11,20"
323766,18593.37,"2018,4,26"
5827698,4062.87,"2012,3,15"
5626776,199.40,"2016,8,23"
3621470,7753.27,"2015,5,27"
6821034,4426.15,"2012,5,7"
3372569,7937.41,"2013,10,13"
4837091,2210.92,"2019,9,3"
3281536,2957.70,"2016,2,18"
564320,11835.96,"2011,8,16"
6924238,11374.44,"2018,7,22"
2157414,106.56,"2018,5,7"
4520410,8960.70,"2019,10,15"
5654137,2429.31,"2017,12,13"
7076008,15321.51,"2014,2,9"
1470821,18452.15,"2016,9,13"
2945894,10941.95,"2011,11,29"
4296553,13379.81,"2011,11,29"
1752210,6538.40,"2019,8,12"
6001034,270.13,"2015,11,23"
3844400,6403.54,"2015,11,7"
1104865,11627.39,"2011,11,10"
4979859,18903.56,"2019,8,9"
3243805,3042.93,"2018,10,21"
5486571,1215.12,"2012,3,19"
1704309,2932.33,"2017,11,26"
5058468,14455.22,"2011,2,15"
1360249,5980.92,"2017,8,12"
3737260,7425.31,"2012,12,1"
4985291,1519.68,"2016,1,6"
4083731,3644.67,"2014,2,25"
5842173,3844.44,"2014,4,3"
4112520,14302.78,"2015,9,10"
2187941,17293.76,"2017,4,30"
3936147,13809.52,"2011,6,7"
4107042,4772.61,"2018,7,4"
3117142,7296.51,"2014,3,31"
2118,4056.48,"2015,12,7"
4479252,4187.46,"2013,11,19"
1749711,1540.10,"2019,3,29"
5505720,12941.83,"2016,2,18"
2596333,15891.26,"2017,7,22"
4520365,18112.12,"2011,3,24"
4842820,16384.73,"2017,6,21"
3460593,17454.55,"2014,9,12"
6921751,8704.62,"2017,9,27"
4784855,6712.10,"2018,9,18"
2122790,1246.96,"2017,6,1"
586049,13529.56,"2013,9,1"
313532,5967.84,"2013,12,2"
2407251,16676.44,"2011,10,12"
5029327,5178.98,"2017,4,2"
6217067,9038.67,"2012,10,29"
2268961,6816.90,"2012,10,31"
916981,18345.85,"2013,10,26"
1958827,1764.73,"2012,9,21"
2636553,14789.49,"2019,1,26"
4482331,16103.33,"2017,3,18"
825557,4379.88,"2011,3,16"
6233790,16920.38,"2011,4,11"
1279232,8541.13,"2015,11,2"
1712673,386.14,"2011,7,19"
4474110,15518.79,"2012,8,2"
3515714,8223.23,"2013,5,28"
2769600,5967.15,"2015,9,28"
900902,16450.25,"2015,6,26"
323766,12431.60,"2018,1,25"
5827698,14340.82,"2015,5,15"
5626776,9087.25,"2013,1,10"
3621470,5223.43,"2013,6,10"
6821034,2967.17,"2015,3,15"
3372569,4890.77,"2017,11,28"
4837091,2383.34,"2011,8,22"
3281536,18633.59,"2012,8,13"
564320,10335.83,"2014,6,11"
6924238,651.74,"2018,11,18"
2157414,11688.44,"2018,12,9"
4520410,13823.87,"2019,7,14"
916981,680.63,"2015,3,10"
1958827,8387.40,"2017,9,28"
2636553,16108.20,"2012,4,26"
4482331,7369.12,"2017,10,21"
825557,7966.53,"2014,4,28"
6233790,1067.92,"2016,2,18"
1279232,13022.56,"2012,1,22"
1712673,13934.81,"2018,12,17"
4474110,142.56,"2018,11,26"
3515714,3883.89,"2012,3,3"
2769600,2888.82,"2013,9,18"
900902,17323.57,"2017,4,24"
323766,4235.81,"2016,12,26"
5827698,13234.21,"2012,6,15"
5626776,18296.71,"2015,5,20"
3621470,16339.39,"2011,9,14"
6821034,12993.37,"2017,8,3"
3372569,8851.61,"2019,5,15"
4837091,104.80,"2013,8,22"
3281536,3437.44,"2015,2,13"
564320,8139.57,"2015,7,21"
6924238,6927.96,"2015,3,21"
2157414,8211.80,"2019,10,14"
4520410,14236.66,"2013,2,10"
916981,16561.21,"2012,12,27"
1958827,5393.26,"2016,10,21"
2636553,16511.63,"2015,10,9"
4482331,15312.88,"2012,3,28"
825557,9490.80,"2013,1,4"
6233790,8767.24,"2014,10,1"
1279232,4190.72,"2019,9,13"
1712673,2349.64,"2017,11,3"
4474110,4792.41,"2012,7,25"
3515714,3794.66,"2017,1,31"
2769600,12023.85,"2015,8,11"
900902,13169.56,"2019,9,11"
323766,12517.51,"2012,11,16"
5827698,6181.76,"2011,5,1"
5626776,17054.86,"2016,2,28"
3621470,11720.11,"2011,6,22"
6821034,16513.27,"2018,5,30"
3372569,15430.78,"2017,12,4"
4837091,12306.31,"2015,9,6"
3281536,11568.19,"2017,4,8"
564320,10526.20,"2016,8,5"
6924238,9048.17,"2015,5,3"
2157414,1495.43,"2012,12,2"
4520410,8684.11,"2011,12,14"
916981,1931.14,"2018,12,18"
1958827,9727.81,"2012,8,11"
2636553,9893.71,"2019,2,3"
4482331,16374.26,"2015,5,20"
825557,14123.22,"2014,12,11"
6233790,9570.66,"2017,1,30"
1279232,810.86,"2017,1,13"
1712673,6530.47,"2013,6,17"
4474110,4007.17,"2018,2,2"
3515714,3042.91,"2017,8,25"
2769600,16669.44,"2013,2,6"
900902,701.23,"2011,6,21"
323766,15542.30,"2018,8,15"
5827698,3696.68,"2011,11,10"
5626776,8677.70,"2012,2,19"
3621470,14809.46,"2013,6,4"
6821034,8366.47,"2019,6,26"
3372569,13647.34,"2012,4,29"
4837091,1515.62,"2015,4,11"
3281536,7842.45,"2018,2,26"
564320,8537.76,"2017,4,25"
6924238,4592.32,"2017,2,20"
2157414,8409.61,"2016,1,6"
4520410,6658.76,"2014,11,1"
916981,2114.60,"2014,1,23"
1958827,8856.43,"2018,1,30"
2636553,1033.77,"2019,6,14"
4482331,15665.23,"2018,11,11"
825557,16638.71,"2019,10,17"
6233790,15678.26,"2016,1,22"
1279232,16129.36,"2013,11,7"
1712673,10102.93,"2013,2,5"
4474110,15143.18,"2015,3,12"
3515714,706.36,"2017,1,25"
2769600,18479.97,"2016,8,15"
900902,11118.23,"2016,5,8"
323766,10236.23,"2017,11,2"
5827698,8934.63,"2011,10,7"
5626776,923.29,"2015,1,21"
3621470,1480.24,"2013,10,8"
6821034,11742.44,"2012,7,22"
3372569,11565.23,"2017,4,9"
4837091,3399.72,"2014,8,8"
3281536,13457.74,"2015,7,1"
564320,11609.21,"2011,3,1"
6924238,8070.31,"2011,9,17"
2157414,11438.64,"2015,9,7"
4520410,2331.42,"2011,5,16"
916981,469.41,"2016,8,14"
1958827,15700.29,"2016,10,28"
2636553,3744.14,"2016,1,4"
4482331,15164.33,"2016,10,20"
825557,1574.50,"2017,2,2"
6233790,11661.62,"2017,1,4"
1279232,7198.97,"2018,8,2"
1712673,4965.47,"2011,8,4"
4474110,17090.58,"2015,7,11"
3515714,12871.62,"2016,7,12"
2769600,10329.96,"2011,7,2"
900902,10995.98,"2012,7,25"
323766,17750.92,"2018,2,1"
5827698,3240.96,"2012,11,17"
5626776,483.97,"2016,7,25"
3621470,15009.41,"2015,11,24"
6821034,15144.62,"2013,1,10"
3372569,7465.35,"2017,11,21"
4837091,10715.62,"2013,3,24"
3281536,2877.27,"2017,11,23"
564320,16674.71,"2018,12,27"
6924238,7108.82,"2012,3,21"
2157414,14978.54,"2013,5,25"
4520410,1116.66,"2014,8,31"
323766,17817.73,"2013,5,1"
5827698,16833.61,"2013,7,30"
5626776,9981.24,"2013,6,12"
3621470,11018.80,"2012,8,7"
6821034,14823.20,"2012,3,8"
3372569,9522.35,"2015,8,6"
4837091,16609.98,"2015,1,14"
3281536,3714.22,"2011,7,12"
564320,12087.72,"2017,11,14"
6924238,11375.26,"2016,9,5"
2157414,14822.88,"2011,4,4"
4520410,816.46,"2014,4,10"
323766,4465.45,"2018,3,2"
5827698,18978.44,"2013,10,9"
5626776,10404.82,"2013,1,25"
3621470,9652.19,"2013,8,26"
6821034,2143.22,"2012,2,3"
3372569,15841.66,"2014,10,3"
4837091,4483.58,"2013,10,14"
3281536,14154.92,"2014,3,30"
564320,3650.99,"2016,2,22"
6924238,4269.92,"2017,9,26"
2157414,6710.71,"2011,12,2"
4520410,3636.18,"2014,12,20"
323766,6337.86,"2018,8,30"
5827698,1479.26,"2016,9,4"
5626776,9384.79,"2014,6,29"
3621470,805.42,"2017,6,18"
6821034,17201.62,"2012,8,4"
3372569,12182.21,"2013,8,10"
4837091,1967.88,"2018,9,20"
3281536,8755.81,"2013,6,30"
564320,7700.87,"2018,7,16"
6924238,8155.25,"2012,12,16"
2157414,4212.30,"2012,6,28"
4520410,9651.56,"2014,1,30"
323766,9767.23,"2017,10,8"
5827698,13834.75,"2011,3,13"
5626776,13420.83,"2017,5,16"
3621470,18050.94,"2016,6,7"
6821034,11352.75,"2019,5,14"
3372569,1681.98,"2012,6,18"
4837091,18651.99,"2017,8,9"
3281536,5905.89,"2014,7,9"
564320,18266.72,"2019,1,30"
6924238,16407.97,"2013,3,11"
2157414,10991.99,"2017,7,13"
4520410,8079.57,"2017,7,1"
323766,10144.18,"2013,10,27"
5827698,10117.29,"2011,12,24"
5626776,1947.33,"2017,5,19"
3621470,18543.62,"2013,1,10"
6821034,9189.75,"2011,6,15"
3372569,4182.34,"2014,9,10"
4837091,18662.83,"2015,10,26"
3281536,7082.18,"2015,9,12"
564320,18027.31,"2011,6,2"
6924238,15938.99,"2011,2,25"
2157414,12091.35,"2017,5,26"
4520410,1851.39,"2013,10,18"
323766,11052.37,"2019,8,14"
5827698,4240.43,"2017,1,23"
5626776,12507.29,"2012,3,11"
3621470,15653.16,"2011,5,10"
6821034,5567.84,"2018,4,19"
3372569,16663.65,"2018,3,1"
4837091,4950.51,"2011,4,8"
3281536,12898.41,"2013,7,23"
564320,7189.78,"2012,9,10"
6924238,14072.70,"2011,1,24"
2157414,987.28,"2016,9,16"
4520410,12483.22,"2015,9,28"
323766,4124.51,"2015,11,17"
5827698,17143.37,"2017,9,10"
5626776,408.64,"2012,11,15"
3621470,2497.79,"2018,7,20"
6821034,10412.63,"2016,3,9"
3372569,14289.87,"2017,8,12"
4837091,16876.96,"2015,1,29"
3281536,17035.61,"2018,6,6"
564320,6439.34,"2014,11,24"
6924238,3833.41,"2016,10,24"
2157414,2872.48,"2015,9,26"
4520410,10328.53,"2017,12,12"
5654137,8313.61,"2015,5,16"
7076008,5626.81,"2012,4,10"
1470821,12839.44,"2014,12,18"
2945894,5236.94,"2019,12,31"
4296553,1822.74,"2015,9,15"
1752210,561.22,"2018,9,16"
6001034,9287.11,"2019,8,20"
3844400,13929.65,"2016,8,9"
